Rk,Player,PTS,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
551,George Gervin,48,1982-03-04,29-311,SAS,,BOS,L 101-110,*,46,17,34,.500,17,32,.531,0,2,.000,14,17,.824,.579,2,2,4,2,2,0,2,4,48,31.6,,,G-F,gervige01
552,Shai Gilgeous-Alexander,48,2025-03-15,26-246,OKC,@,DET,W 113-107,*,38,17,26,.654,13,20,.650,4,6,.667,10,10,1.000,.789,0,4,4,6,3,1,2,1,48,43.3,26.9,18,G,gilgesh01
553,Manu Ginóbili,48,2005-01-21,27-177,SAS,@,PHO,W 128-123 (OT),*,44,16,22,.727,11,15,.733,5,7,.714,11,12,.917,.880,1,4,5,6,1,0,3,4,48,41.1,19.5,16,G,ginobma01
554,Ben Gordon,48,2007-03-04,23-334,CHI,@,MIL,W 126-121 (OT),*,47,18,32,.563,12,20,.600,6,12,.500,6,7,.857,.684,0,1,1,5,1,0,4,1,48,32.8,8.8,19,G,gordobe01
555,James Harden,48,2017-11-16,28-082,HOU,@,PHO,W 142-116,*,35,12,22,.545,6,11,.545,6,11,.545,18,18,1.000,.802,0,2,2,7,2,1,5,3,48,39.4,16.4,15,G,hardeja01
556,James Harden,48,2017-12-09,28-105,HOU,@,POR,W 124-117,*,37,16,29,.552,12,22,.545,4,7,.571,12,14,.857,.683,1,7,8,3,3,0,2,2,48,38.4,14.2,9,G,hardeja01
557,James Harden,48,2019-01-19,29-146,HOU,,LAL,W 138-134 (OT),*,42,14,30,.467,6,11,.545,8,19,.421,12,15,.800,.656,3,5,8,6,4,1,6,3,48,36.7,13.6,11,G,hardeja01
558,Kyrie Irving,48,2023-01-20,30-303,BRK,@,UTA,W 117-106,*,39,18,29,.621,10,14,.714,8,15,.533,4,6,.667,.759,3,8,11,6,4,0,1,3,48,44.6,24.4,23,G,irvinky01
559,Kyrie Irving,48,2024-04-07,32-015,DAL,,HOU,W 147-136 (OT),*,45,15,25,.600,12,17,.706,3,8,.375,15,17,.882,.739,0,7,7,2,1,0,2,1,48,37.8,7.3,21,G,irvinky01
560,Allen Iverson,48,2001-06-06,25-364,PHI,@,LAL,W 107-101 (OT),*,53,18,41,.439,15,33,.455,3,8,.375,9,9,1.000,.534,2,3,5,6,5,0,3,0,48,35.0,12.3,6,G,iversal01
561,Allen Iverson,48,2005-03-01,29-267,PHI,@,MIL,W 118-111,*,44,18,30,.600,13,22,.591,5,8,.625,7,8,.875,.716,0,3,3,8,4,0,4,1,48,39.9,16.2,10,G,iversal01
562,Allen Iverson,48,2005-04-06,29-303,PHI,,CHA,W 106-103,*,48,17,31,.548,16,23,.696,1,8,.125,13,14,.929,.646,0,7,7,8,2,0,5,2,48,36.6,10.5,3,G,iversal01
563,LeBron James,48,2007-05-31,22-152,CLE,@,DET,W 109-107 (2OT),*,50,18,33,.545,16,30,.533,2,3,.667,10,14,.714,.613,3,6,9,7,2,0,2,3,48,38.1,20.4,2,F-G,jamesle01
564,LeBron James,48,2009-12-30,25-000,CLE,,ATL,W 106-101,*,43,15,23,.652,11,17,.647,4,6,.667,14,16,.875,.799,3,7,10,6,2,2,3,3,48,44.7,24.2,7,F-G,jamesle01
565,LeBron James,48,2023-01-16,38-017,LAL,,HOU,W 140-132,*,36,16,26,.615,11,16,.688,5,10,.500,11,12,.917,.767,1,7,8,9,0,0,0,1,48,44.5,20.8,19,F-G,jamesle01
566,Antawn Jamison,48,2007-04-17,30-309,WAS,,ORL,L 89-95,*,48,14,26,.538,9,17,.529,5,9,.556,15,24,.625,.656,4,5,9,1,1,0,0,3,48,36.6,18.5,-6,F,jamisan01
567,Nikola Jokić,48,2024-12-08,29-293,DEN,@,ATL,W 141-111,*,35,17,29,.586,14,23,.609,3,6,.500,11,13,.846,.691,3,11,14,8,3,0,3,2,48,43.9,15.7,25,C-F,jokicni01
568,Michael Jordan,48,1986-11-14,23-270,CHI,,BOS,L 98-110,*,41,17,33,.515,16,32,.500,1,1,1.000,13,14,.929,.613,2,3,5,1,2,1,0,3,48,35.8,20.4,,G-F,jordami01
569,Michael Jordan,48,1989-01-10,25-328,CHI,@,ATL,W 104-101,*,41,17,29,.586,17,27,.630,0,2,.000,14,16,.875,.666,4,6,10,9,3,0,4,2,48,42.8,25.2,,G-F,jordami01
570,Michael Jordan,48,1990-05-01,27-073,CHI,@,MIL,L 112-119,*,46,20,35,.571,19,30,.633,1,5,.200,7,9,.778,.616,2,7,9,5,1,2,5,4,48,33.5,9.1,,G-F,jordami01
571,Michael Jordan,48,1995-04-28,32-070,CHI,@,CHH,W 108-100 (OT),*,47,18,32,.563,17,28,.607,1,4,.250,11,11,1.000,.651,1,8,9,8,1,1,3,1,48,39.8,16.5,,G-F,jordami01
572,Michael Jordan,48,1996-01-13,32-330,CHI,@,PHI,W 120-93,*,34,18,28,.643,13,21,.619,5,7,.714,7,7,1.000,.772,3,7,10,2,1,1,2,1,48,40.5,25.9,,G-F,jordami01
573,Damian Lillard,48,2020-01-31,29-200,POR,@,LAL,W 127-119,*,40,17,30,.567,10,18,.556,7,12,.583,7,8,.875,.716,1,8,9,10,2,0,1,1,48,44.1,20.1,12,G,lillada01
574,Jeff Malone,48,1987-03-04,25-249,WSB,,NJN,W 117-114,*,45,17,27,.630,17,26,.654,0,1,.000,14,15,.933,.714,1,3,4,7,1,1,4,1,48,39.3,11.4,,G,malonje01
575,Karl Malone,48,1990-01-06,26-166,UTA,@,DEN,W 123-120 (OT),*,47,20,34,.588,20,34,.588,0,0,,8,12,.667,.611,0,14,14,3,2,1,5,2,48,33.8,6.9,,F,malonka01
576,Kevin Martin,48,2008-03-07,25-035,SAC,,MIN,L 103-111,*,42,12,23,.522,10,18,.556,2,5,.400,22,24,.917,.715,2,4,6,1,0,0,1,3,48,37.0,10.7,-2,G,martike02
577,Kevin Martin,48,2009-11-02,26-274,SAC,,MEM,W 127-116 (OT),*,52,14,27,.519,7,17,.412,7,10,.700,13,18,.722,.687,1,4,5,4,4,1,3,2,48,38.3,11.6,10,G,martike02
578,Tracy McGrady,48,2002-03-19,22-299,ORL,,MIL,W 101-91,*,44,18,35,.514,12,26,.462,6,9,.667,6,10,.600,.609,3,9,12,3,3,0,3,2,48,35.2,17.3,9,G-F,mcgratr01
579,Tracy McGrady,48,2003-03-05,23-285,ORL,,MIL,W 111-99,*,43,17,34,.500,11,23,.478,6,11,.545,8,13,.615,.604,4,6,10,5,3,0,5,2,48,34.3,17.4,9,G-F,mcgratr01
580,Tracy McGrady,48,2004-12-02,25-192,HOU,@,DAL,L 106-113 (OT),*,50,19,36,.528,13,23,.565,6,13,.462,4,7,.571,.614,5,4,9,9,2,3,2,3,48,41.1,25.9,0,G-F,mcgratr01
581,Donovan Mitchell,48,2025-05-06,28-241,CLE,,IND,L 119-120,*,36,15,30,.500,14,23,.609,1,7,.143,17,21,.810,.612,2,3,5,9,4,1,5,4,48,38.1,16.1,13,G,mitchdo01
582,Jamal Murray,48,2018-11-05,21-255,DEN,,BOS,W 115-107,*,38,19,30,.633,14,19,.737,5,11,.455,5,5,1.000,.745,1,4,5,4,0,0,5,1,48,33.9,14.7,-4,G,murraja01
583,Steve Nash,48,2005-05-15,31-097,PHO,@,DAL,L 109-119,*,43,20,28,.714,16,22,.727,4,6,.667,4,4,1.000,.806,1,4,5,5,3,1,9,4,48,34.9,15.6,-8,G,nashst01
584,Dirk Nowitzki,48,2011-05-17,32-332,DAL,,OKC,W 121-112,*,41,12,15,.800,12,15,.800,0,0,,24,24,1.000,.939,0,6,6,4,0,4,2,3,48,46.5,22.6,12,F-C,nowitdi01
585,Hakeem Olajuwon,48,1997-01-30,34-009,HOU,,DEN,L 109-113,*,43,24,40,.600,24,40,.600,0,0,,0,0,,.600,3,7,10,3,0,2,3,3,48,33.1,6.4,-1,C,olajuha01
586,Shaquille O'Neal,48,2003-03-21,31-015,LAL,,BOS,W 104-96,*,39,19,24,.792,19,24,.792,0,0,,10,19,.526,.742,6,14,20,1,1,1,3,3,48,41.8,17.2,11,C,onealsh01
587,Paul Pierce,48,2001-12-01,24-049,BOS,@,NJN,W 105-98 (OT),*,49,13,34,.382,8,26,.308,5,8,.625,17,18,.944,.573,2,10,12,1,3,2,4,2,48,33.7,17.4,14,F-G,piercpa01
588,Glen Rice,48,1997-03-06,29-282,CHH,,BOS,W 122-121 (OT),*,53,18,27,.667,13,19,.684,5,8,.625,7,8,.875,.786,0,4,4,1,0,1,3,1,48,35.1,5.1,3,F,ricegl01
589,David Robinson,48,1994-03-19,28-225,SAS,,SAC,W 107-100,*,45,17,31,.548,17,31,.548,0,0,,14,16,.875,.631,3,13,16,6,4,3,2,3,48,45.4,21.4,,C,robinda01
590,Purvis Short,48,1984-11-11,27-132,GSW,@,POR,L 97-109,*,41,19,34,.559,19,31,.613,0,3,.000,10,11,.909,.618,0,3,3,2,2,0,3,5,48,30.7,11.4,,F-G,shortpu01
591,Latrell Sprewell,48,2002-01-26,31-140,NYK,@,MIL,W 129-127 (2OT),*,54,17,36,.472,8,22,.364,9,14,.643,5,7,.714,.614,3,4,7,6,2,0,6,2,48,31.5,8.7,-2,G,sprewla01
592,Kiki Vandeweghe,48,1987-03-05,28-216,POR,@,SEA,L 122-127,*,45,19,31,.613,19,30,.633,0,1,.000,10,13,.769,.654,1,2,3,3,0,1,1,2,48,35.0,5.7,,F,vandeki01
593,Charlie Villanueva,48,2006-03-26,21-214,TOR,@,MIL,L 116-125 (OT),*,46,20,32,.625,14,21,.667,6,11,.545,2,3,.667,.720,4,5,9,3,1,0,3,4,48,36.0,12.7,-6,F,villach01
594,Dwyane Wade,48,2005-04-14,23-087,MIA,@,PHI,L 119-126 (OT),*,48,18,33,.545,16,30,.533,2,3,.667,10,13,.769,.620,2,8,10,6,1,0,3,4,48,35.3,8.6,0,G,wadedw01
595,Dwyane Wade,48,2007-12-28,25-345,MIA,,ORL,L 114-121 (OT),*,52,16,21,.762,16,21,.762,0,0,,16,23,.696,.771,0,7,7,11,3,3,5,4,48,45.2,16.4,-2,G,wadedw01
596,Dwyane Wade,48,2009-03-09,27-051,MIA,,CHI,W 130-127 (2OT),*,50,15,21,.714,10,15,.667,5,6,.833,13,18,.722,.830,1,5,6,12,4,3,5,0,48,49.0,26.4,20,G,wadedw01
597,Russell Westbrook,48,2015-02-06,26-086,OKC,,NOP,L 113-116,*,40,15,28,.536,12,23,.522,3,5,.600,15,15,1.000,.694,3,6,9,11,4,0,3,4,48,45.4,24.3,5,G,westbru01
598,Russell Westbrook,48,2015-10-30,26-352,OKC,@,ORL,W 139-136 (2OT),*,48,17,36,.472,16,31,.516,1,5,.200,13,16,.813,.558,5,6,11,8,1,1,6,3,48,33.8,8.8,2,G,westbru01
599,Russell Westbrook,48,2017-03-03,28-111,OKC,@,PHO,L 111-118,*,38,14,30,.467,11,18,.611,3,12,.250,17,18,.944,.633,1,16,17,9,3,0,4,4,48,41.4,19.9,10,G,westbru01
600,Dominique Wilkins,48,1985-03-09,25-056,ATL,,DET,L 113-115,*,35,16,32,.500,14,29,.483,2,3,.667,14,14,1.000,.629,3,6,9,2,3,0,4,4,48,34.7,11.1,,F-G,wilkido01
601,Dominique Wilkins,48,1988-01-13,28-001,ATL,@,SAS,W 120-110,*,42,15,27,.556,15,27,.556,0,0,,18,18,1.000,.687,5,6,11,4,2,0,3,2,48,41.4,14.0,,F-G,wilkido01
602,Dominique Wilkins,48,1993-03-29,33-076,ATL,,POR,W 127-118 (OT),*,45,17,31,.548,15,25,.600,2,6,.333,12,14,.857,.646,1,5,6,5,2,1,5,3,48,34.5,11.3,,F-G,wilkido01
603,Mike Woodson,48,1983-02-20,24-333,KCK,,HOU,W 128-106,,32,22,24,.917,21,23,.913,1,1,1.000,3,6,.500,.901,,,3,2,1,1,0,2,48,,,,G-F,woodsmi01
604,Trae Young,48,2020-02-09,21-143,ATL,,NYK,W 140-135 (2OT),*,48,13,30,.433,7,17,.412,6,13,.462,16,16,1.000,.648,0,1,1,13,2,0,7,1,48,36.2,8.7,10,G,youngtr01
605,Trae Young,48,2021-06-23,22-277,ATL,@,MIL,W 116-113,*,41,17,34,.500,13,21,.619,4,13,.308,10,12,.833,.611,1,6,7,11,1,0,6,3,48,34.2,12.7,10,G,youngtr01
606,Ray Allen,47,2002-04-14,26-268,MIL,,CHH,W 98-91,*,44,15,23,.652,5,9,.556,10,14,.714,7,7,1.000,.901,3,1,4,4,3,0,3,3,47,40.9,27.7,10,G,allenra02
607,Giannis Antetokounmpo,47,2021-02-10,26-066,MIL,@,PHO,L 124-125,*,38,15,23,.652,15,19,.789,0,4,.000,17,21,.810,.729,2,9,11,5,1,0,2,2,47,41.1,15.9,-3,F-G,antetgi01
608,Giannis Antetokounmpo,47,2021-04-02,26-117,MIL,@,POR,W 127-109,*,33,18,21,.857,18,18,1.000,0,3,.000,11,13,.846,.879,1,11,12,2,1,3,4,2,47,42.4,22.1,17,F-G,antetgi01
609,Giannis Antetokounmpo,47,2021-11-17,26-346,MIL,,LAL,W 109-102,*,36,18,23,.783,15,19,.789,3,4,.750,8,11,.727,.844,2,7,9,3,1,1,4,1,47,39.8,22.5,1,F-G,antetgi01
610,Carmelo Anthony,47,2008-04-05,23-312,DEN,,SAC,L 115-118,*,38,19,24,.792,16,20,.800,3,4,.750,6,6,1.000,.882,5,6,11,2,3,0,3,5,47,42.5,20.8,-6,F,anthoca01
611,Gilbert Arenas,47,2005-12-30,23-358,WAS,,MIA,L 113-128,*,42,15,29,.517,11,20,.550,4,9,.444,13,14,.929,.668,3,4,7,8,0,0,3,6,47,35.8,16.0,-9,G,arenagi01
612,Charles Barkley,47,1988-02-09,24-354,PHI,@,ATL,L 110-112,*,48,13,26,.500,13,20,.650,0,6,.000,21,26,.808,.628,7,8,15,2,3,0,4,2,47,38.9,11.8,,F,barklch01
613,Charles Barkley,47,1995-05-02,32-071,PHO,@,POR,W 117-109,*,46,16,26,.615,12,18,.667,4,8,.500,11,13,.846,.741,1,11,12,2,2,2,4,5,47,37.2,14.5,,F,barklch01
614,Bradley Beal,47,2020-01-28,26-214,WAS,@,MIL,L 131-151,*,38,13,31,.419,9,22,.409,4,9,.444,17,18,.944,.604,0,0,0,6,1,1,3,2,47,32.2,5.1,-14,G,bealbr01
615,Bradley Beal,47,2021-01-27,27-213,WAS,@,NOP,L 106-124,*,40,17,37,.459,11,23,.478,6,14,.429,7,7,1.000,.586,2,2,4,6,4,0,3,3,47,33.9,13.2,-17,G,bealbr01
616,Larry Bird,47,1985-04-12,28-126,BOS,,MIL,L 113-115 (OT),,38,15,31,.484,14,29,.483,1,2,.500,16,17,.941,.611,4,10,14,2,1,3,4,4,47,35.6,19.5,,F,birdla01
617,Larry Bird,47,1985-11-27,28-355,BOS,,DET,W 132-124,*,39,17,31,.548,17,31,.548,0,0,,13,13,1.000,.640,5,7,12,2,2,0,3,3,47,36.9,9.4,,F,birdla01
618,Larry Bird,47,1986-02-14,29-069,BOS,@,POR,W 120-119 (OT),*,49,21,34,.618,18,31,.581,3,3,1.000,2,3,.667,.665,3,11,14,11,1,2,8,1,47,38.3,13.5,,F,birdla01
619,Larry Bird,47,1987-04-12,30-126,BOS,,NYK,W 119-107,*,38,22,34,.647,22,33,.667,0,1,.000,3,5,.600,.649,4,3,7,8,4,0,2,3,47,41.3,18.3,,F,birdla01
620,Larry Bird,47,1987-11-07,30-335,BOS,@,WSB,W 140-139 (2OT),*,53,19,29,.655,18,27,.667,1,2,.500,8,10,.800,.704,2,6,8,7,2,0,8,2,47,34.8,6.3,,F,birdla01
621,Devin Booker,47,2021-06-03,24-216,PHO,@,LAL,W 113-100,*,46,15,22,.682,7,12,.583,8,10,.800,9,9,1.000,.905,0,11,11,3,0,1,3,2,47,39.9,15.5,10,G,bookede01
622,Devin Booker,47,2023-04-25,26-177,PHO,,LAC,W 136-130,*,42,19,27,.704,15,20,.750,4,7,.571,5,6,.833,.793,2,6,8,10,2,0,3,4,47,42.9,17.1,11,G,bookede01
623,Devin Booker,47,2023-05-05,26-187,PHO,,DEN,W 121-114,*,42,20,25,.800,15,17,.882,5,8,.625,2,2,1.000,.908,0,6,6,9,3,1,3,5,47,44.3,26.5,7,G,bookede01
624,Devin Booker,47,2025-02-07,28-100,PHO,,UTA,W 135-127 (OT),*,49,18,33,.545,15,23,.652,3,10,.300,8,9,.889,.636,1,5,6,11,1,0,4,4,47,36.0,3.0,7,G,bookede01
625,Jalen Brunson,47,2024-04-28,27-241,NYK,@,PHI,W 97-92,*,44,18,34,.529,16,26,.615,2,8,.250,9,11,.818,.605,0,4,4,10,0,1,1,2,47,36.7,21.7,10,G,brunsja01
626,Kobe Bryant,47,2001-01-30,22-160,LAL,@,CLE,W 102-96,*,41,12,26,.462,12,25,.480,0,1,.000,23,26,.885,.628,2,3,5,3,3,1,7,3,47,32.3,11.1,4,G-F,bryanko01
627,Kobe Bryant,47,2013-04-10,34-230,LAL,@,POR,W 113-106,*,48,14,27,.519,13,22,.591,1,5,.200,18,18,1.000,.673,0,8,8,5,3,4,1,4,47,42.8,12.0,7,G-F,bryanko01
628,Jimmy Butler,47,2022-05-27,32-255,MIA,@,BOS,W 111-103,*,46,16,29,.552,12,21,.571,4,8,.500,11,11,1.000,.694,3,6,9,8,4,1,1,1,47,45.9,24.2,8,F-G,butleji01
629,Vince Carter,47,2000-01-14,22-353,TOR,,MIL,W 115-110,*,43,20,32,.625,17,29,.586,3,3,1.000,4,4,1.000,.696,3,2,5,4,2,2,3,5,47,36.5,11.5,3,G-F,cartevi01
630,Stephen Curry,47,2013-04-12,25-029,GSW,@,LAL,L 116-118,*,44,17,31,.548,8,16,.500,9,15,.600,4,4,1.000,.717,3,3,6,9,3,0,1,3,47,42.2,24.4,3,G,curryst01
631,Stephen Curry,47,2014-04-13,26-030,GSW,@,POR,L 117-119 (OT),*,45,16,29,.552,9,15,.600,7,14,.500,8,8,1.000,.723,1,0,1,5,4,0,4,3,47,36.1,16.7,6,G,curryst01
632,Stephen Curry,47,2019-06-05,31-083,GSW,,TOR,L 109-123,*,43,14,31,.452,8,17,.471,6,14,.429,13,14,.929,.632,2,6,8,7,2,0,3,1,47,37.2,17.2,-8,G,curryst01
633,Stephen Curry,47,2021-04-17,33-034,GSW,@,BOS,L 114-119,*,37,15,27,.556,4,8,.500,11,19,.579,6,8,.750,.770,0,7,7,3,0,0,5,2,47,31.7,13.7,-7,G,curryst01
634,Stephen Curry,47,2022-03-14,34-000,GSW,,WAS,W 126-112,*,35,16,25,.640,9,11,.818,7,14,.500,8,8,1.000,.824,0,6,6,6,1,0,2,1,47,40.5,20.9,17,G,curryst01
635,Stephen Curry,47,2022-11-07,34-238,GSW,,SAC,W 116-113,*,38,17,24,.708,10,12,.833,7,12,.583,6,7,.857,.868,0,8,8,8,0,0,0,2,47,43.8,26.9,20,G,curryst01
636,Adrian Dantley,47,1980-02-05,24-342,UTA,,CHI,W 116-106,*,44,15,23,.652,15,23,.652,0,0,,17,17,1.000,.771,3,5,8,4,1,0,4,1,47,39.9,,,F-G,dantlad01
637,Adrian Dantley,47,1983-11-25,28-270,UTA,,DEN,W 126-124,*,40,10,16,.625,10,16,.625,0,0,,27,31,.871,.793,4,4,8,6,0,0,4,2,47,41.6,,,F-G,dantlad01
638,Adrian Dantley,47,1986-03-14,31-014,UTA,,SAS,W 146-121,*,39,20,26,.769,20,24,.833,0,2,.000,7,10,.700,.773,0,3,3,8,2,0,4,4,47,38.5,9.0,,F-G,dantlad01
639,Anthony Davis,47,2018-04-21,25-041,NOP,,POR,W 131-123,*,39,15,23,.652,13,19,.684,2,4,.500,15,17,.882,.771,4,6,10,1,0,3,2,4,47,39.9,10.3,15,F-C,davisan02
640,Luka Dončić,47,2024-03-31,25-032,DAL,@,HOU,W 125-107,*,35,18,30,.600,9,14,.643,9,16,.563,2,5,.400,.730,0,12,12,7,2,0,4,1,47,38.1,21.2,12,G-F,doncilu01
641,John Drew,47,1980-12-27,26-088,ATL,,BOS,L 107-112,*,41,18,32,.563,18,31,.581,0,1,.000,11,11,1.000,.638,1,5,6,3,2,0,1,5,47,35.1,,,F-G,drewjo01
642,Tim Duncan,47,2003-12-05,27-224,SAS,@,ORL,W 105-94,*,40,19,34,.559,19,32,.594,0,2,.000,9,13,.692,.592,3,9,12,2,0,1,2,3,47,32.9,12.7,7,F-C,duncati01
643,Kevin Durant,47,2009-02-17,20-141,OKC,,NOH,L 98-100,*,43,16,27,.593,12,21,.571,4,6,.667,11,13,.846,.718,0,3,3,2,0,0,2,3,47,32.8,15.1,1,F-G,duranke01
644,Kevin Durant,47,2011-01-26,22-119,OKC,@,MIN,W 118-117 (OT),*,50,15,28,.536,11,20,.550,4,8,.500,13,14,.929,.688,2,16,18,2,2,2,2,2,47,41.2,14.1,-3,F-G,duranke01
645,Dale Ellis,47,1988-01-09,27-156,SEA,,SAS,W 141-133,*,43,18,31,.581,16,26,.615,2,5,.400,9,10,.900,.664,4,3,7,8,1,0,2,4,47,38.8,11.1,,G-F,ellisda01
646,Dale Ellis,47,1988-01-22,27-169,SEA,,DET,W 109-106,*,45,19,30,.633,16,26,.615,3,4,.750,6,8,.750,.701,3,1,4,2,2,0,0,3,47,37.4,14.6,,G-F,ellisda01
647,Joel Embiid,47,2023-01-28,28-318,PHI,,DEN,W 126-119,*,38,18,31,.581,14,24,.583,4,7,.571,7,10,.700,.664,6,12,18,5,3,2,6,2,47,40.2,15.3,14,C,embiijo01
648,Alex English,47,1983-12-13,29-342,DEN,,DET,L 184-186 (3OT),*,50,18,30,.600,18,30,.600,0,0,,11,13,.846,.658,4,8,12,7,0,1,0,4,47,41.6,,,F,englial01
649,Alex English,47,1985-10-25,31-293,DEN,@,GSW,W 119-105,*,39,16,31,.516,16,31,.516,0,0,,15,18,.833,.604,2,3,5,3,1,1,3,4,47,32.0,9.5,,F,englial01
650,Danilo Gallinari,47,2015-04-10,26-245,DEN,,DAL,L 143-144 (2OT),*,46,15,23,.652,8,11,.727,7,12,.583,10,10,1.000,.858,2,7,9,2,1,1,0,4,47,41.9,21.2,20,F,gallida01
651,Kevin Garnett,47,2005-01-04,28-230,MIN,,PHO,L 115-122,*,41,19,28,.679,19,27,.704,0,1,.000,9,11,.818,.716,3,14,17,4,2,0,3,2,47,41.5,15.4,1,F-C,garneke01
652,Paul George,47,2018-12-05,28-217,OKC,@,BRK,W 114-112,*,37,15,27,.556,9,14,.643,6,13,.462,11,14,.786,.709,3,12,15,4,0,1,2,2,47,39.3,21.8,12,F-G,georgpa01
653,Paul George,47,2019-02-11,28-285,OKC,,POR,W 120-111,*,43,15,26,.577,7,13,.538,8,13,.615,9,11,.818,.762,1,11,12,10,2,0,2,4,47,43.4,21.4,14,F-G,georgpa01
654,George Gervin,47,1979-10-18,27-174,SAS,@,CLE,L 134-141,*,40,21,35,.600,20,33,.606,1,2,.500,4,6,.667,.624,3,2,5,3,4,1,7,2,47,31.8,,,G-F,gervige01
655,George Gervin,47,1979-11-13,27-200,SAS,,GSW,W 131-127 (OT),*,48,22,33,.667,22,33,.667,0,0,,3,4,.750,.676,1,2,3,3,1,1,3,2,47,33.6,,,G-F,gervige01
656,George Gervin,47,1981-11-13,29-200,SAS,@,SEA,W 119-112,*,37,15,25,.600,15,25,.600,0,0,,17,18,.944,.714,1,7,8,4,0,1,7,4,47,32.8,,,G-F,gervige01
657,George Gervin,47,1982-01-05,29-253,SAS,@,POR,L 110-115,*,37,19,30,.633,18,28,.643,1,2,.500,8,9,.889,.692,0,3,3,3,1,0,2,2,47,34.4,,,G-F,gervige01
658,George Gervin,47,1982-03-27,29-334,SAS,@,UTA,W 114-110,*,40,18,32,.563,18,32,.563,0,0,,11,13,.846,.623,,,10,1,1,0,2,0,47,,,,G-F,gervige01
659,George Gervin,47,1982-11-07,30-194,SAS,,PHO,W 101-100,*,41,16,31,.516,15,28,.536,1,3,.333,14,14,1.000,.632,2,4,6,3,2,0,4,2,47,33.6,,,G-F,gervige01
660,George Gervin,47,1985-01-29,32-277,SAS,,NJN,W 130-127,*,40,16,25,.640,16,25,.640,0,0,,15,18,.833,.714,2,3,5,6,3,3,1,3,47,44.1,14.7,,G-F,gervige01
661,Blake Griffin,47,2011-01-17,21-307,LAC,,IND,W 114-107,*,37,19,24,.792,19,24,.792,0,0,,9,11,.818,.815,3,11,14,3,0,1,4,3,47,40.0,17.1,17,F-C,griffbl01
662,James Harden,47,2018-12-17,29-113,HOU,,UTA,W 102-97,*,41,14,31,.452,10,19,.526,4,12,.333,15,16,.938,.618,0,6,6,5,5,0,5,4,47,34.2,19.1,-1,G,hardeja01
663,James Harden,47,2019-11-13,30-079,HOU,,LAC,W 102-93,*,44,12,26,.462,5,13,.385,7,13,.538,16,17,.941,.702,0,6,6,7,3,0,6,0,47,36.9,19.7,10,G,hardeja01
664,James Harden,47,2019-12-21,30-117,HOU,@,PHO,W 139-125,*,34,15,27,.556,6,8,.750,9,19,.474,8,9,.889,.759,1,5,6,7,0,1,4,5,47,35.5,12.8,2,G,hardeja01
665,Devin Harris,47,2008-11-30,25-277,NJN,@,PHO,W 117-109,*,41,14,25,.560,12,22,.545,2,3,.667,17,17,1.000,.724,1,6,7,8,1,0,4,2,47,39.4,12.9,10,G,harride01
666,Josh Howard,47,2007-12-08,27-224,DAL,,UTA,W 125-117,*,42,14,19,.737,10,14,.714,4,5,.800,15,17,.882,.887,6,4,10,2,0,1,1,4,47,43.4,16.7,19,F-G,howarjo01
667,Kyrie Irving,47,2017-11-20,25-242,BOS,@,DAL,W 110-102 (OT),*,39,16,22,.727,11,15,.733,5,7,.714,10,11,.909,.876,1,2,3,6,1,0,3,3,47,39.9,24.0,21,G,irvinky01
668,Dan Issel,47,1980-01-31,31-098,DEN,,NJN,W 127-126,*,41,14,24,.583,14,24,.583,0,0,,19,23,.826,.689,4,4,8,2,4,2,1,4,47,42.4,,,C-F,isselda01
669,Allen Iverson,47,2001-02-02,25-240,PHI,,ORL,L 117-123 (2OT),*,54,15,35,.429,13,31,.419,2,4,.500,15,19,.789,.542,1,4,5,7,2,2,5,4,47,30.5,7.5,-6,G,iversal01
670,Allen Iverson,47,2001-02-24,25-262,PHI,@,CHH,L 85-86,*,44,17,33,.515,14,26,.538,3,7,.429,10,10,1.000,.628,0,1,1,1,2,0,8,3,47,24.5,6.1,5,G,iversal01
671,Allen Iverson,47,2001-03-09,25-275,PHI,,ATL,W 108-103,*,43,16,30,.533,14,26,.538,2,4,.500,13,14,.929,.650,0,2,2,6,4,0,4,4,47,35.2,12.7,7,G,iversal01
672,Allen Iverson,47,2002-01-25,26-232,PHI,@,BOS,W 106-90,*,47,16,31,.516,12,23,.522,4,8,.500,11,13,.846,.640,1,3,4,5,3,0,5,1,47,33.6,11.8,14,G,iversal01
673,Allen Iverson,47,2006-03-03,30-269,PHI,,WAS,W 119-113,*,48,17,28,.607,15,22,.682,2,6,.333,11,12,.917,.706,0,2,2,12,1,0,4,2,47,39.0,9.8,6,G,iversal01
674,Allen Iverson,47,2006-03-31,30-297,PHI,@,NYK,W 117-112,*,46,13,29,.448,10,20,.500,3,9,.333,18,20,.900,.622,1,5,6,9,3,0,4,3,47,37.4,7.4,6,G,iversal01
675,LeBron James,47,2006-03-12,21-072,CLE,@,MIA,L 92-98,*,45,11,27,.407,10,21,.476,1,6,.167,24,28,.857,.598,2,5,7,4,0,1,5,2,47,31.5,14.0,-7,F-G,jamesle01
